time	T1	T2	T3	T4
2020-11-29T18:58:56	-100	-100	-100	-100
2020-11-29T18:59:06	-100	-100	-100	-100
2020-11-29T18:59:16	-100	-100	-100	-100
2020-11-29T18:59:26	-100	-100	-100	-100
2020-11-29T18:59:36	-100	-100	-100	-100
2020-11-29T18:59:46	-100	-100	-100	-100
2020-11-29T18:59:56	-100	-100	-100	-100
2020-11-29T19:00:06	-100	-100	-100	-100
2020-11-29T19:00:16	-100	-100	-100	-100
2020-11-29T19:00:26	-100	-100	-100	-100
2020-11-29T19:00:36	-100	-100	-100	-100
2020-11-29T19:00:46	-100	-100	-100	-100
2020-11-29T19:00:56	-100	-100	-100	-100
2020-11-29T19:01:06	-100	-100	-100	-100
